Codedinfraction;Datecreationevn;Datefermeture;DateDebutInfraction;Anneedinfraction;Moisdinfraction;Direction;Secteurlot;Numerodevenement;equipe;Heuredebut;montantDommage;InscriptionauMIP;Codemunicipal;Nombredepersonnesaudossier;Nombredevehiculesaudossier;Numerocivique;Province;Typederue2;Typederue;Rue;Rue2;Anneeenrg.Dossier;Moisenrg.Dossier;Dateenrg.Dossier;PDQ;Vehicule-annee;Vehiculecouleur1;Vehiculegenre;Province_1;Vehicule-style;Vehicule-compagnieassurance;Vehicule-marque;Vehicule-modele;Vehicule-description
Collisionavecblesse;05/07/2015;15/07/2015;05/07/2015;2015;7;CE30;33;LVL150705036;3;15:44:00;33;15/07/2015;65005;4;2;0;QUE;RUE;BOULEV;SAMSON;CARLETON;2015;7;5;PDQ3;2009;;AUTO;QUE;;;HOND;;Moyen
Collisionmateriellede+de2000;05/07/2015;13/07/2015;05/07/2015;2015;7;DH42;56;LVL150705043;5;17:20:00;56;13/07/2015;65005;3;2;258;QUE;;BOULEV;strose;;2015;7;5;PDQ5;2007;;AUTO;QUE;;Intact;Mazd;3;Moyen
Collisionavecblesse;05/07/2015;15/07/2015;05/07/2015;2015;7;AB18;33;LVL150705036;3;15:44:00;33;15/07/2015;65005;4;2;0;QUE;RUE;BOULEV;SAMSON;CARLETON;2015;7;5;PDQ3;2005;;AUTO;QUE;;ALLSTATE;DODG;;Moyen
Collisionmateriellede+de2000;05/07/2015;13/07/2015;05/07/2015;2015;7;CE31;56;LVL150705043;5;17:20:00;56;13/07/2015;65005;3;2;258;QUE;;BOULEV;strose;;2015;7;5;PDQ5;2004;;AUTO;QUE;;Belair;Mazd;3;Moyen
DelitdefuiteCSR;04/07/2015;09/07/2015;03/07/2015;2015;7;DH43;41;LVL150704066;;22:00:00;41;09/07/2015;65005;1;1;752;QUE;;RUE;PIERRE;;2015;7;4;PDQ4;;;;;;;;;
DelitdefuiteCSR;04/07/2015;24/07/2015;02/07/2015;2015;7;AB19;41;LVL150704033;;19:15:00;41;24/07/2015;65005;1;1;700;QUE;;VOIE;CHOMEDEYA-13;;2015;7;4;PDQ4;;;;;;;;;
DelitdefuiteCSR;04/07/2015;06/07/2015;04/07/2015;2015;7;CE32;53;LVL150704046;2;10:30:00;53;06/07/2015;65005;2;1;3864;QUE;;RUE;JEREMIE;;2015;7;4;PDQ5;;;;;;;;;
DelitdefuiteCSR;04/07/2015;06/07/2015;04/07/2015;2015;7;DH44;58;LVL150704021;2;;58;06/07/2015;65005;1;1;3163;QUE;;BOULEV;DAGENAISOUEST;;2015;7;4;PDQ5;;;;;;;;;
Collisionmateriellede+de2000;04/07/2015;20/07/2015;04/07/2015;2015;7;AB20;38;LVL150704045;2;13:55:00;38;20/07/2015;65005;3;2;1935;QUE;;AVENUE;ALBERT-MURPHY;;2015;7;4;PDQ3;2010;;AUTO;QUE;;RSA;HYUN;ELAN;Moyen
Collisionmateriellede2000et-;04/07/2015;06/07/2015;04/07/2015;2015;7;CE66;24;LVL150704069;3;19:53:00;24;06/07/2015;65005;2;2;1055;QUE;;BOULEV;DESLAURENTIDES;;2015;7;4;PDQ2;2007;GRI;AUTO;QUE;;;PONT;WAVE;Petit
Collisionmateriellede2000et-;04/07/2015;06/07/2015;04/07/2015;2015;7;CE77;24;LVL150704069;3;19:53:00;24;06/07/2015;65005;2;2;1055;QUE;;BOULEV;DESLAURENTIDES;;2015;7;4;PDQ2;2011;BLA;CAMIO;QUE;CMNET;;MAZD;TRIB;Moyen
Collisionmateriellede+de2000;04/07/2015;05/07/2015;04/07/2015;2015;7;DH89;35;LVL150704043;2;13:33:00;35;05/07/2015;65005;4;2;0;QUE;RUE;BOULEV;NOTRE-DAME;VINCENT-MASSEY;2015;7;4;PDQ3;2001;;AUTO;QUE;;;MERC;;Moyen
Collisionmateriellede+de2000;04/07/2015;05/07/2015;04/07/2015;2015;7;AB65;35;LVL150704043;2;13:33:00;35;05/07/2015;65005;4;2;0;QUE;RUE;BOULEV;NOTRE-DAME;VINCENT-MASSEY;2015;7;4;PDQ3;2002;;AUTO;QUE;;;DODG;;Moyen
DelitdefuiteCSR;04/07/2015;06/07/2015;04/07/2015;2015;7;CE78;52;LVL150704038;2;10:45:00;52;06/07/2015;65005;1;1;0;QUE;AUTORO;BOULEV;CURE-LABELLE;LAVALESTA-440;2015;7;4;PDQ5;;;;;;;;;
DelitdefuiteCSR;04/07/2015;15/07/2015;03/07/2015;2015;7;DH90;65;LVL150704024;2;15:00:00;65;15/07/2015;65005;1;1;2267;QUE;;BOULEV;RENE-LAENNEC;;2015;7;4;PDQ6;;;;;;;;;
Collisionavecblesse;04/07/2015;08/07/2015;04/07/2015;2015;7;AB66;61;LVL150704058;5;17:00:00;61;08/07/2015;65005;3;2;0;QUE;RUE;BOULEV;DESLAURENTIDES;DEGENEVE;2015;7;4;PDQ6;2001;;AUTO;QUE;;;DODG;;Moyen
Collisionavecblesse;04/07/2015;08/07/2015;04/07/2015;2015;7;CE79;61;LVL150704058;5;17:00:00;61;08/07/2015;65005;3;2;0;QUE;RUE;BOULEV;DESLAURENTIDES;DEGENEVE;2015;7;4;PDQ6;2005;;AUTO;QUE;;;HOND;;Moyen
Collisionavecblesse;04/07/2015;05/07/2015;04/07/2015;2015;7;DH91;33;LVL150704016;2;;33;05/07/2015;65005;3;1;4344;QUE;;BOULEV;NOTRE-DAME;;2015;7;4;PDQ3;2013;;AUTO;QUE;;;TOYO;CORO;Moyen
Collisionmateriellede+de2000;04/07/2015;29/07/2015;04/07/2015;2015;7;AB67;36;LVL150704051;2;15:35:00;36;29/07/2015;65005;3;2;1117;QUE;;RUE;TOURIGNY;;2015;7;4;PDQ3;2013;;AUTO;QUE;;Allstate;HYUN;sant;Moyen
Collisionmateriellede+de2000;04/07/2015;29/07/2015;04/07/2015;2015;7;CE80;36;LVL150704051;2;15:35:00;36;29/07/2015;65005;3;2;1117;QUE;;RUE;TOURIGNY;;2015;7;4;PDQ3;2015;;AUTO;QUE;;;niss;micr;Moyen
Collisionmateriellede+de2000;04/07/2015;20/07/2015;04/07/2015;2015;7;DH92;38;LVL150704045;2;13:55:00;38;20/07/2015;65005;3;2;1935;QUE;;AVENUE;ALBERT-MURPHY;;2015;7;4;PDQ3;2009;;AUTO;QUE;;Intact;TOYO;CORO;Moyen
DelitdefuiteCSR;03/07/2015;10/07/2015;02/07/2015;2015;7;AB68;53;LVL150703057;4;23:00:00;53;10/07/2015;65005;1;1;3200;QUE;;RUE;ELIANE;;2015;7;3;PDQ5;;;;;;;;;
Collisionmateriellede+de2000;03/07/2015;29/07/2015;03/07/2015;2015;7;CE81;36;LVL150703089;;;36;29/07/2015;65005;3;2;4031;QUE;;RUE;MACKENZIE;;2015;7;3;PDQ3;2014;;AUTO;QUE;;INDUSTRIELLEALLIANCE;niss;;Moyen
Collisionmateriellede2000et-;03/07/2015;06/07/2015;03/07/2015;2015;7;DH93;57;LVL150703050;3;13:20:00;57;06/07/2015;65005;3;2;655;QUE;;BOULEV;CURE-LABELLE;;2015;7;3;PDQ5;2012;;CAMIO;QUE;TRACT;CieZirichass.;FREI;;Grand
Collisionmateriellede+de2000;03/07/2015;07/07/2015;03/07/2015;2015;7;AB69;37;LVL150703030;4;10:30:00;37;08/07/2015;65005;4;3;0;QUE;BOULEV;BOULEV;LECORBUSIER;SAINT-MARTINOUEST;2015;7;3;PDQ3;2009;;AUTO;QUE;;INTACT;mazd;;Moyen
Collisionmateriellede+de2000;03/07/2015;07/07/2015;03/07/2015;2015;7;CE82;37;LVL150703030;4;10:30:00;37;08/07/2015;65005;4;3;0;QUE;BOULEV;BOULEV;LECORBUSIER;SAINT-MARTINOUEST;2015;7;3;PDQ3;2011;;AUTRE;QUE;;NORTHBRIDGE;CANT;;Moyen
Collisionmateriellede+de2000;03/07/2015;07/07/2015;03/07/2015;2015;7;DH94;37;LVL150703030;4;10:30:00;37;08/07/2015;65005;4;3;0;QUE;BOULEV;BOULEV;LECORBUSIER;SAINT-MARTINOUEST;2015;7;3;PDQ3;2015;;CAMIO;QUE;;NORTHBRIDGE;FORD;;Grand
DelitdefuiteCSR;03/07/2015;10/07/2015;01/07/2015;2015;7;AB107;53;LVL150703054;3;12:00:00;53;10/07/2015;65005;1;1;0;QUE;RUE;RUE;EDITH;HUGUETTE;2015;7;3;PDQ5;;;;;;;;;
Collisionavecblesse;03/07/2015;;03/07/2015;2015;7;CE120;67;LVL150703087;1;20:17:00;67;14/07/2015;65005;6;2;370;QUE;;RUE;PAPILLON;;2015;7;3;PDQ6;2005;;AUTO;QUE;;desjardins;linc;l5;Moyen
Collisionavecblesse;03/07/2015;;03/07/2015;2015;7;DH132;67;LVL150703087;1;20:17:00;67;14/07/2015;65005;6;2;370;QUE;;RUE;PAPILLON;;2015;7;3;PDQ6;2007;;CAMIO;QUE;;SSQ;GMC;;Moyen
Collisionavecblesse;03/07/2015;24/07/2015;03/07/2015;2015;7;AB108;21;LVL150703067;;16:05:00;21;24/07/2015;65005;3;1;0;QUE;RUE;BOULEV;CARTIEROUEST;15E;2015;7;3;PDQ2;2014;;AUTO;QUE;;SSQ;DODG;;Moyen
Collisionavecblesse;03/07/2015;30/07/2015;03/07/2015;2015;7;CE121;25;LVL150703052;;;25;30/07/2015;65005;3;2;0;QUE;RUE;RUE;AURIOL;CHAMPFLEURY;2015;7;3;PDQ2;2015;;AUTO;QUE;;;volk;tigu;Moyen
Collisionavecblesse;03/07/2015;30/07/2015;03/07/2015;2015;7;DH133;25;LVL150703052;;;25;30/07/2015;65005;3;2;0;QUE;RUE;RUE;AURIOL;CHAMPFLEURY;2015;7;3;PDQ2;;;AUTRE;QUE;;;velo;;Petit
Collisionavecblesse;03/07/2015;24/07/2015;03/07/2015;2015;7;AB109;34;LVL150703072;;17:10:00;34;24/07/2015;65005;3;2;1605;QUE;;BOULEV;LECORBUSIER;;2015;7;3;PDQ2;2010;;AUTO;QUE;;INTACT;TOYO;;Moyen
Collisionavecblesse;03/07/2015;24/07/2015;03/07/2015;2015;7;CE122;34;LVL150703072;;17:10:00;34;24/07/2015;65005;3;2;1605;QUE;;BOULEV;LECORBUSIER;;2015;7;3;PDQ2;2014;;AUTO;QUE;;;niss;;Moyen
ollisionavecblesse;03/07/2015;03/07/2015;03/07/2015;2015;7;DH134;63;LVL150703049;4;13:24:00;63;03/07/2015;65005;3;2;0;QUE;BOULEV;VOIE;PAPINEAUA-19;DESGRANDS-MAITRES;2015;7;3;PDQ6;2004;;AUTO;QUE;;;NISS;;Moyen
Collisionavecblesse;03/07/2015;03/07/2015;03/07/2015;2015;7;AB110;63;LVL150703049;4;13:24:00;63;03/07/2015;65005;3;2;0;QUE;BOULEV;VOIE;PAPINEAUA-19;DESGRANDS-MAITRES;2015;7;3;PDQ6;2008;;AUTO;QUE;;;HOND;;Moyen
Collisionavecblesse;03/07/2015;04/07/2015;03/07/2015;2015;7;CE123;27;LVL150703002;2;;27;04/07/2015;65005;3;2;0;QUE;AVENUE;RUE;DELAFABRIQUE;SEIGNEUR-LUSSIER;2015;7;3;PDQ1;2008;;AUTO;QUE;;;BMW;;Moyen
Collisionavecblesse;03/07/2015;04/07/2015;03/07/2015;2015;7;DH135;27;LVL150703002;2;;27;04/07/2015;65005;3;2;0;QUE;AVENUE;RUE;DELAFABRIQUE;SEIGNEUR-LUSSIER;2015;7;3;PDQ1;2009;;AUTO;QUE;;;BUIC;;Moyen
Collisionavecblesse;03/07/2015;09/07/2015;03/07/2015;2015;7;AB111;44;LVL150703038;;;44;09/07/2015;65005;4;3;0;QUE;AVENUE;BOULEV;ARTHUR-SAUVE;DESBOIS;2015;7;3;PDQ4;2001;;AUTO;QUE;;;HOND;;Moyen
Collisionavecblesse;03/07/2015;09/07/2015;03/07/2015;2015;7;CE124;44;LVL150703038;;;44;09/07/2015;65005;4;3;0;QUE;AVENUE;BOULEV;ARTHUR-SAUVE;DESBOIS;2015;7;3;PDQ4;2005;;AUTO;QUE;;;HYUN;;Moyen
Collisionavecblesse;03/07/2015;09/07/2015;03/07/2015;2015;7;DH136;44;LVL150703038;;;44;09/07/2015;65005;4;3;0;QUE;AVENUE;BOULEV;ARTHUR-SAUVE;DESBOIS;2015;7;3;PDQ4;2010;;AUTO;QUE;;;ford;;Moyen
Collisionavecblesse;03/07/2015;10/07/2015;03/07/2015;2015;7;AB112;22;LVL150703077;5;17:52:00;22;10/07/2015;65005;2;1;0;QUE;RUE;RUE;TOURANGEAUEST;SAINT-ANDRE;2015;7;3;PDQ2;2004;;AUTO;QUE;;WAWANESSA;CHEV;;Moyen
Collisionavecblesse;03/07/2015;10/07/2015;03/07/2015;2015;7;CE125;63;LVL150703080;4;17:55:00;63;10/07/2015;65005;2;1;0;QUE;AUTORO;ROUTE;R-125;LAVALOUESTA-440;2015;7;3;PDQ6;2012;;AUTO;QUE;;PROMUTUEL;HOND;;Moyen
Collisionavecblesse;03/07/2015;10/07/2015;03/07/2015;2015;7;DH137;56;LVL150703068;4;16:20:00;56;14/07/2015;65005;3;1;0;QUE;RUE;BOULEV;SAINTE-ROSEEST;DEPATIE;2015;7;3;PDQ5;2004;;AUTO;QUE;;SSQASSURANCES;CHRY;PTCR;Moyen
Collisionmateriellede+de2000;03/07/2015;29/07/2015;03/07/2015;2015;7;AB113;36;LVL150703089;;;36;29/07/2015;65005;3;2;4031;QUE;;RUE;MACKENZIE;;2015;7;3;PDQ3;2007;;AUTO;QUE;;INTACT;HOND;;Moyen
Collisionmateriellede2000et-;03/07/2015;06/07/2015;03/07/2015;2015;7;CE67;57;LVL150703050;3;13:20:00;57;06/07/2015;65005;3;2;655;QUE;;BOULEV;CURE-LABELLE;;2015;7;3;PDQ5;2007;;REMO;QUE;REMOR;CieZirichass.;DMND;;Grand
elitdefuiteCSR;02/07/2015;07/07/2015;29/06/2015;2015;6;DH79;38;LVL150702032;;14:00:00;38;07/07/2015;65005;1;1;3025;QUE;;BOULEV;LECARREFOUR;;2015;7;2;PDQ3;;;;;;;;;
Collisionavecblesse;02/07/2015;;02/07/2015;2015;7;AB55;59;LVL150702074;4;19:25:00;59;19/07/2015;65005;2;1;0;QUE;MONTEE;RUE;MARIAN;MONTROUGEAU;2015;7;2;PDQ5;1995;;AUTO;QUE;;;TOYO;;Moyen
DelitdefuiteCSR;02/07/2015;06/07/2015;02/07/2015;2015;7;CE68;52;LVL150702016;3;04:45:00;52;06/07/2015;65005;1;1;3005;QUE;;RUE;GERARD-DENERVAL;;2015;7;2;PDQ5;;;;;;;;;
DelitdefuiteCSR;02/07/2015;06/07/2015;02/07/2015;2015;7;DH80;52;LVL150702061;;15:20:00;52;07/07/2015;65005;1;1;2995;QUE;;BOULEV;DAGENAISOUEST;;2015;7;2;PDQ5;;;;;;;;;
DelitdefuiteCSR;02/07/2015;30/07/2015;30/06/2015;2015;6;AB56;34;LVL150702014;4;17:00:00;34;30/07/2015;65005;2;2;627;QUE;;RUE;ROBERT-ELIE;;2015;7;2;PDQ2;;;;;;;;;
DelitdefuiteCSR;02/07/2015;31/07/2015;02/07/2015;2015;7;DH70;63;LVL150702075;3;18:15:00;63;31/07/2015;65005;1;1;5205;QUE;;BOULEV;ROBERT-BOURASSA;;2015;7;2;PDQ6;;;;;;;;;
Collisionmateriellede2000et-;02/07/2015;06/07/2015;17/06/2015;2015;6;AB46;32;LVL150702077;3;15:45:00;32;06/07/2015;65005;3;2;0;QUE;RUE;BOULEV;LECORBUSIER;CLAUDE-GAGNE;2015;7;2;PDQ3;2001;;AUTO;QUE;;;Chev;;Moyen
Collisionmateriellede+de2000;02/07/2015;09/07/2015;02/07/2015;2015;7;CE59;27;LVL150702052;3;13:50:00;27;09/07/2015;65005;5;1;915;QUE;;BOULEV;VANIER;;2015;7;2;PDQ1;2007;;AUTO;QUE;;Pafco;mazd;cx7;Moyen
Collisionmateriellede+de2000;02/07/2015;24/07/2015;02/07/2015;2015;7;DH71;22;LVL150702050;;14:00:00;22;24/07/2015;65005;2;2;90;QUE;;RUE;SAINT-EUSEBE;;2015;7;2;PDQ2;1969;;AUTRE;QUE;;ECONOMICALMUTUAL;BEDA;;Moyen
Collisionmateriellede+de2000;02/07/2015;24/07/2015;02/07/2015;2015;7;AB47;22;LVL150702050;;14:00:00;22;24/07/2015;65005;2;2;90;QUE;;RUE;SAINT-EUSEBE;;2015;7;2;PDQ2;1988;;CAMIO;QUE;;ECONOMICALMUTUAL;FREI;;Grand
Collisionmateriellede2000et-;02/07/2015;06/07/2015;17/06/2015;2015;6;CE27;32;LVL150702077;3;15:45:00;32;06/07/2015;65005;3;2;0;QUE;RUE;BOULEV;LECORBUSIER;CLAUDE-GAGNE;2015;7;2;PDQ3;2005;;AUTO;QUE;;ass.Desjardins;Hund;;Moyen
Collisionmateriellede+de2000;02/07/2015;10/07/2015;02/07/2015;2015;7;DH39;51;LVL150702063;1;16:30:00;51;10/07/2015;65005;4;2;1595;QUE;;AUTORO;LAVALOUESTA-440;;2015;7;2;PDQ3;2011;;AUTO;QUE;;Desjardins;Audi;;Moyen
Collisionmateriellede+de2000;02/07/2015;10/07/2015;02/07/2015;2015;7;AB15;51;LVL150702063;1;16:30:00;51;10/07/2015;65005;4;2;1595;QUE;;AUTORO;LAVALOUESTA-440;;2015;7;2;PDQ3;2014;;CAMIO;QUE;;;Pete;;Moyen
Collisionmateriellede+de2000;02/07/2015;13/07/2015;02/07/2015;2015;7;CE28;62;LVL150702030;4;11:00:00;62;13/07/2015;65005;2;2;0;QUE;BOULEV;BOULEV;SAINT-ELZEAREST;RENE-LAENNEC;2015;7;2;PDQ6;2008;;AUTO;QUE;;LaPersonelle;NISS;ROGU;Moyen
Collisionmateriellede+de2000;02/07/2015;13/07/2015;02/07/2015;2015;7;DH40;62;LVL150702030;4;11:00:00;62;13/07/2015;65005;2;2;0;QUE;BOULEV;BOULEV;SAINT-ELZEAREST;RENE-LAENNEC;2015;7;2;PDQ6;2010;;AUTO;QUE;;GEICO;MERC;ML35;Moyen
Collisionmateriellede+de2000;02/07/2015;24/07/2015;02/07/2015;2015;7;AB16;29;LVL150702067;;17:45:00;29;24/07/2015;65005;2;2;0;QUE;AUTORO;AUTORO;PAPINEAUA-19;LAVALESTA-440;2015;7;2;PDQ2;2010;;AUTO;QUE;;Desjardins;HYUN;;Moyen
Collisionmateriellede+de2000;02/07/2015;24/07/2015;02/07/2015;2015;7;CE29;29;LVL150702067;;17:45:00;29;24/07/2015;65005;2;2;0;QUE;AUTORO;AUTORO;PAPINEAUA-19;LAVALESTA-440;2015;7;2;PDQ2;2010;;AUTO;QUE;;INTACT;TOYO;;Moyen
Collisionmateriellede+de2000;02/07/2015;29/07/2015;02/07/2015;2015;7;DH41;33;LVL150702062;1;;33;29/07/2015;65005;2;2;0;QUE;BOULEV;AVENUE;DECHERBOURG;SAMSON;2015;7;2;PDQ3;2001;;AUTO;QUE;;Wawanesa;TOYO;;Moyen
Collisionmateriellede+de2000;02/07/2015;29/07/2015;02/07/2015;2015;7;AB17;33;LVL150702062;1;;33;29/07/2015;65005;2;2;0;QUE;BOULEV;AVENUE;DECHERBOURG;SAMSON;2015;7;2;PDQ3;2010;;AUTO;QUE;;Aviva;TOYO;;Moyen
DelitdefuiteCSR;02/07/2015;03/07/2015;02/07/2015;2015;7;CE30;31;LVL150702017;4;08:35:00;31;03/07/2015;65005;1;1;0;QUE;RUE;AVENUE;BRIEN;DARGENTEUIL;2015;7;2;PDQ2;;;;;;;;;
Collisionavecblesse;02/07/2015;08/07/2015;01/07/2015;2015;7;DH42;32;LVL150702041;;17:45:00;32;08/07/2015;65005;2;2;590;QUE;;BOULEV;CURE-LABELLE;;2015;7;2;PDQ3;2005;GRI;AUTO;QUE;4PORT;;toyo;;Petit
Collisionavecblesse;02/07/2015;08/07/2015;01/07/2015;2015;7;AB18;32;LVL150702041;;17:45:00;32;08/07/2015;65005;2;2;590;QUE;;BOULEV;CURE-LABELLE;;2015;7;2;PDQ3;2013;BLA;AUTO;QUE;4PORT;;volk;jett;Moyen
Collisionavecblesse;02/07/2015;14/07/2015;02/07/2015;2015;7;CE31;61;LVL150702064;3;16:20:00;61;14/07/2015;65005;7;2;1904;QUE;;BOULEV;DESLAURENTIDES;;2015;7;2;PDQ6;2007;;AUTO;QUE;;Intact;TOYO;;Moyen
ollisionavecblesse;02/07/2015;14/07/2015;02/07/2015;2015;7;DH43;61;LVL150702064;3;16:20:00;61;14/07/2015;65005;7;2;1904;QUE;;BOULEV;DESLAURENTIDES;;2015;7;2;PDQ6;2009;;AUTO;QUE;;personnelle;bmw;;Moyen
DelitdefuiteCSR;02/07/2015;09/07/2015;30/06/2015;2015;6;AB19;38;LVL150702065;;17:00:00;38;09/07/2015;65005;1;1;3035;QUE;;BOULEV;LECARREFOUR;;2015;7;2;PDQ3;;;;;;;;;
DelitdefuiteCSR;01/07/2015;09/07/2015;01/07/2015;2015;7;CE32;41;LVL150701065;3;00:00:00;41;09/07/2015;65005;1;1;491;QUE;;BOULEV;SAMSON;;2015;7;1;PDQ4;;;;;;;;;
DelitdefuiteCSR;01/07/2015;29/07/2015;01/07/2015;2015;7;DH44;36;LVL150701031;2;04:00:00;36;29/07/2015;65005;1;1;5384;QUE;;RUE;JACQUES-PLANTE;;2015;7;1;PDQ3;;;;;;;;;
DelitdefuiteCSR;01/07/2015;24/07/2015;01/07/2015;2015;7;AB20;34;LVL150701036;2;;34;24/07/2015;65005;1;1;1535;QUE;;BOULEV;LECORBUSIER;;2015;7;1;PDQ2;;;;;;;;;
DelitdefuiteCSR;01/07/2015;24/07/2015;01/07/2015;2015;7;CE66;52;LVL150701057;;;52;24/07/2015;65005;1;1;3020;QUE;;AVENUE;JACQUES-BUREAU;;2015;7;1;PDQ5;;;;;;;;;
DelitdefuiteCSR;01/07/2015;24/07/2015;01/07/2015;2015;7;CE77;34;LVL150701053;3;;34;24/07/2015;65005;2;1;603;QUE;;RUE;ROBERT-ELIE;;2015;7;1;PDQ2;;;;;;;;;
Collisionmateriellede+de2000;01/07/2015;24/07/2015;01/07/2015;2015;7;DH89;34;LVL150701037;4;13:45:00;34;24/07/2015;65005;3;2;1925;QUE;;RUE;EMILE-MARTINEAU;;2015;7;1;PDQ2;2007;GRI;AUTO;QUE;4PORT;intact;HOND;CIVI;Moyen
Collisionavecblesse;01/07/2015;09/07/2015;01/07/2015;2015;7;AB65;45;LVL150701055;3;16:43:00;45;09/07/2015;65005;4;2;0;QUE;RUE;BOULEV;ARTHUR-SAUVE;12E;2015;7;1;PDQ4;2011;;AUTO;QUE;;;hyun;;Moyen
Collisionmateriellede+de2000;01/07/2015;24/07/2015;01/07/2015;2015;7;CE78;24;LVL150701012;4;07:35:00;24;24/07/2015;65005;3;3;0;QUE;RUE;RUE;FISET;DARGENSON;2015;7;1;PDQ2;1989;ROU;REMO;QUE;REMOR;royalandsun;tusc;thg6;Grand
Collisionmateriellede+de2000;01/07/2015;24/07/2015;01/07/2015;2015;7;DH90;24;LVL150701012;4;07:35:00;24;24/07/2015;65005;3;3;0;QUE;RUE;RUE;FISET;DARGENSON;2015;7;1;PDQ2;2000;BLF;CAMIO;QUE;TRACT;royalandsun;west;cnv;Grand
Collisionmateriellede+de2000;01/07/2015;24/07/2015;01/07/2015;2015;7;AB66;24;LVL150701012;4;07:35:00;24;24/07/2015;65005;3;3;0;QUE;RUE;RUE;FISET;DARGENSON;2015;7;1;PDQ2;2005;BGE;AUTO;QUE;4PORT;;TOYO;coro;Moyen
Collisionmateriellede+de2000;01/07/2015;29/07/2015;01/07/2015;2015;7;CE79;35;LVL150701039;2;14:10:00;35;29/07/2015;65005;2;2;0;QUE;BOULEV;BOULEV;DANIEL-JOHNSON;SAINT-MARTINOUEST;2015;7;1;PDQ3;2010;;AUTO;QUE;;BELAIRDIRECT;DODG;JOUR;Moyen
Collisionmateriellede+de2000;01/07/2015;29/07/2015;01/07/2015;2015;7;DH91;35;LVL150701039;2;14:10:00;35;29/07/2015;65005;2;2;0;QUE;BOULEV;BOULEV;DANIEL-JOHNSON;SAINT-MARTINOUEST;2015;7;1;PDQ3;2014;;AUTO;QUE;;Promutuel;mazd;6;Moyen
Collisionavecblesse;01/07/2015;09/07/2015;01/07/2015;2015;7;AB67;45;LVL150701055;3;16:43:00;45;09/07/2015;65005;4;2;0;QUE;RUE;BOULEV;ARTHUR-SAUVE;12E;2015;7;1;PDQ4;2007;;AUTO;QUE;;;toyo;;Moyen
Collisionmateriellede+de2000;01/07/2015;24/07/2015;01/07/2015;2015;7;CE80;34;LVL150701037;4;13:45:00;34;24/07/2015;65005;3;2;1925;QUE;;RUE;EMILE-MARTINEAU;;2015;7;1;PDQ2;2008;BLA;CAMIO;QUE;CAMP;AVIVA;DODG;SPRI;Moyen
Collisionavecblesse;30/06/2015;03/07/2015;30/06/2015;2015;6;DH92;51;LVL150630053;2;;51;03/07/2015;65005;2;1;1400;QUE;;BOULEV;DAGENAISOUEST;;2015;6;30;PDQ3;2004;;MOTO;QUE;;;HARL;XL12;Moyen
DelitdefuiteCSR;30/06/2015;03/07/2015;30/06/2015;2015;6;AB68;38;LVL150630089;3;21:10:00;38;03/07/2015;65005;1;1;3035;QUE;;BOULEV;LECARREFOUR;;2015;6;30;PDQ3;;;;;;;;;
Collisionavecblesse;30/06/2015;02/07/2015;30/06/2015;2015;6;CE81;22;LVL150630059;3;15:44:00;22;06/07/2015;65005;5;2;473;QUE;;RUE;DEBERRI;;2015;6;30;PDQ2;2006;;AUTO;QUE;;;TOYO;;Moyen
